timestamp_ms,iso,currentTime_s,duration_s,paused,playbackRate,readyState,videoWidth,videoHeight,totalVideoFrames,droppedVideoFrames,buffered_start_s,buffered_end_s,buffered_seconds,debug_text
"1765426853259","2025-12-11T04:20:53.259Z","141.984192","3152.524375","false","1","4","1280","720","3409","0","129.87975","173.381541","31.39734899999999",
"1765426854258","2025-12-11T04:20:54.258Z","142.982878","3152.524375","false","1","4","1280","720","3433","0","129.87975","174.090583","31.10770500000001",
"1765426855259","2025-12-11T04:20:55.259Z","143.983232","3152.524375","false","1","4","1280","720","3457","0","133.38325","174.799624","30.816392000000008",
"1765426856258","2025-12-11T04:20:56.258Z","144.983148","3152.524375","false","1","4","1280","720","3481","0","134.801333","176.255999","31.272851000000003",
"1765426857258","2025-12-11T04:20:57.258Z","145.983098","3152.524375","false","1","4","1280","720","3505","0","134.801333","176.968458","30.985359999999986",
"1765426858259","2025-12-11T04:20:58.259Z","146.983296","3152.524375","false","1","4","1280","720","3529","0","136.219416","177.677499","30.694203000000016",
"1765426859259","2025-12-11T04:20:59.259Z","147.983655","3152.524375","false","1","4","1280","720","3553","0","137.679208","178.928749","30.94509400000001",
"1765426860258","2025-12-11T04:21:00.258Z","148.982975","3152.524375","false","1","4","1280","720","3577","0","137.679208","180.607999","31.625023999999996",
"1765426861259","2025-12-11T04:21:01.259Z","149.983367","3152.524375","false","1","4","1280","720","3601","0","137.679208","180.607999","30.62463200000002",
"1765426862259","2025-12-11T04:21:02.259Z","150.983848","3152.524375","false","1","4","1280","720","3625","0","137.679208","182.015166","31.031318",
"1765426863259","2025-12-11T04:21:03.259Z","151.983937","3152.524375","false","1","4","1280","720","3649","0","141.057583","182.765916","30.781979000000007",
"1765426864259","2025-12-11T04:21:04.259Z","152.983442","3152.524375","false","1","4","1280","720","3673","0","141.933458","184.017166","31.033724000000007",
"1765426865259","2025-12-11T04:21:05.259Z","153.983917","3152.524375","false","1","4","1280","720","3697","0","143.39325","184.789333","30.805416000000008",
"1765426866258","2025-12-11T04:21:06.258Z","154.983126","3152.524375","false","1","4","1280","720","3721","0","143.39325","193.450666","38.467540000000014",
"1765426867259","2025-12-11T04:21:07.259Z","155.984001","3152.524375","false","1","4","1280","720","3745","0","144.686208","193.450666","37.466665000000006",
"1765426868258","2025-12-11T04:21:08.258Z","156.983108","3152.524375","false","1","4","1280","720","3769","0","144.686208","193.450666","36.467558000000025",
"1765426869259","2025-12-11T04:21:09.259Z","157.983764","3152.524375","false","1","4","1280","720","3793","0","146.479666","193.450666","35.466902000000005",
"1765426870259","2025-12-11T04:21:10.259Z","158.983865","3152.524375","false","1","4","1280","720","3817","0","147.6475","193.450666","34.466801000000004",
"1765426871259","2025-12-11T04:21:11.259Z","159.98379","3152.524375","false","1","4","1280","720","3841","0","147.6475","193.450666","33.46687600000001",
"1765426872259","2025-12-11T04:21:12.259Z","160.983906","3152.524375","false","1","4","1280","720","3865","0","150.859041","193.450666","32.46676000000002",
"1765426873259","2025-12-11T04:21:13.259Z","161.98354","3152.524375","false","1","4","1280","720","3889","0","150.859041","193.450666","31.467126000000007",
"1765426874259","2025-12-11T04:21:14.259Z","162.98387","3152.524375","false","1","4","1280","720","3913","0","152.40225","202.154666","39.170795999999996",
"1765426875259","2025-12-11T04:21:15.259Z","163.983713","3152.524375","false","1","4","1280","720","3937","0","152.40225","202.154666","38.170953",
"1765426876258","2025-12-11T04:21:16.258Z","164.982822","3152.524375","false","1","4","1280","720","3961","0","152.40225","202.154666","37.17184399999999",
"1765426877259","2025-12-11T04:21:17.259Z","165.984004","3152.524375","false","1","4","1280","720","3985","0","152.40225","202.154666","36.17066199999999",
"1765426878259","2025-12-11T04:21:18.259Z","166.984202","3152.524375","false","1","4","1280","720","4009","0","155.530375","202.154666","35.17046399999998",
"1765426879259","2025-12-11T04:21:19.259Z","167.98407","3152.524375","false","1","4","1280","720","4033","0","157.115291","202.154666","34.17059599999999",
"1765426880259","2025-12-11T04:21:20.259Z","168.984097","3152.524375","false","1","4","1280","720","4057","0","158.40825","202.154666","33.170569",
"1765426881258","2025-12-11T04:21:21.258Z","169.983069","3152.524375","false","1","4","1280","720","4081","0","158.40825","202.154666","32.17159699999999",
"1765426882258","2025-12-11T04:21:22.258Z","170.983089","3152.524375","false","1","4","1280","720","4105","0","160.076583","202.154666","31.171576999999985",
"1765426883258","2025-12-11T04:21:23.258Z","171.983236","3152.524375","false","1","4","1280","720","4129","0","160.827333","203.786916","31.803679999999986",
